
70,NOK,Posten Norge AS,1712,157110,000000
25777,NOK,Posten Norge AS,1712,157110,000000
-70,NOK,Posten Norge AS,1712,301000,000000
2800,NOK,Posten Norge AS,1712,157110,000000
3813,NOK,Posten Norge AS,1712,157110,000000
18263,NOK,Posten Norge AS,1712,157110,000000
267,NOK,Posten Norge AS,1712,157110,000000
2050,NOK,Posten Norge AS,1712,157110,000000
122614,NOK,Posten Norge AS,1712,157110,000000
256230,NOK,Posten Norge AS,1712,157110,000000
1460,NOK,Posten Norge AS,1712,157110,000000
-18263,NOK,Posten Norge AS,1712,157600,000000
-267,NOK,Posten Norge AS,1712,157600,000000
-3813,NOK,Posten Norge AS,1712,301000,000000
-660,NOK,Posten Norge AS,1712,301000,000000
-37665,NOK,Posten Norge AS,1712,301000,000000
-84364,NOK,Posten Norge AS,1712,301000,000000
-256230,NOK,Posten Norge AS,1712,301000,000000
-2337,NOK,Posten Norge AS,1712,301100,000000
-89,NOK,Posten Norge AS,1712,301100,000000
-285,NOK,Posten Norge AS,1712,301100,000000
-89,NOK,Posten Norge AS,1712,301100,000000
-585,NOK,Posten Norge AS,1712,301100,000000
-25777,NOK,Posten Norge AS,1712,303000,000000
-1460,NOK,Posten Norge AS,1712,308000,000000
-1390,NOK,Posten Norge AS,1712,311000,000000
7921,09,NOK,Posten Norge AS,1712,632200,096700
47646,45,NOK,Posten Norge AS,1712,630000,096700
12500,NOK,Posten Norge AS,1712,634000,119000
7166,67,NOK,Posten Norge AS,1712,632200,119000
74352,42,NOK,Posten Norge AS,1712,630000,119000
101049,17,NOK,Posten Norge AS,1712,634000,153400
340819,33,NOK,Posten Norge AS,1712,632200,153400
3189003,6,NOK,Posten Norge AS,1712,630000,153400
36638,98,NOK,Posten Norge AS,1712,630400,153400
25000,NOK,Posten Norge AS,1712,632200,000800
225293,25,NOK,Posten Norge AS,1712,630000,000800
105880,33,NOK,Posten Norge AS,1712,630000,005600
109238,NOK,Posten Norge AS,1712,630000,006900
43124,33,NOK,Posten Norge AS,1712,632200,006900
13249,NOK,Posten Norge AS,1712,632200,007200
167782,09,NOK,Posten Norge AS,1712,630000,007200
182025,67,NOK,Posten Norge AS,1712,630000,007300
18491,19,NOK,Posten Norge AS,1712,632200,007300
91873,NOK,Posten Norge AS,1712,632200,017900
155342,09,NOK,Posten Norge AS,1712,630000,018700
521,NOK,Posten Norge AS,1712,634000,018700
18816,NOK,Posten Norge AS,1712,632200,035100
68139,NOK,Posten Norge AS,1712,630000,035100
22854,33,NOK,Posten Norge AS,1712,632200,055000
202895,33,NOK,Posten Norge AS,1712,630000,055000
7666,67,NOK,Posten Norge AS,1712,634000,201300
87101,33,NOK,Posten Norge AS,1712,632200,201300
3133627,NOK,Posten Norge AS,1712,630000,208400
146000,NOK,Posten Norge AS,1712,632200,208400
45975,NOK,Posten Norge AS,1712,632200,221200
9013,33,NOK,Posten Norge AS,1712,630400,221200
253656,NOK,Posten Norge AS,1712,630000,221200
34308,33,NOK,Posten Norge AS,1712,630400,164700
17249,NOK,Posten Norge AS,1712,634000,164700
14114,NOK,Posten Norge AS,1712,632200,164700
233579,67,NOK,Posten Norge AS,1712,630000,164700
9498,92,NOK,Posten Norge AS,1712,630000,166500
10000,NOK,Posten Norge AS,1712,632200,175800
16230,NOK,Posten Norge AS,1712,630000,175800
7000,NOK,Posten Norge AS,1712,634000,175800
10360,17,NOK,Posten Norge AS,1712,630000,187900
79581,NOK,Posten Norge AS,1712,630000,191800
19412,8,NOK,Posten Norge AS,1712,632200,191800
625,NOK,Posten Norge AS,1712,630000,229900
5352,13,NOK,Posten Norge AS,1712,240000,000000
-10097489,59,NOK,Posten Norge AS,1712,240000,000000
1925398,89,NOK,Posten Norge AS,1712,271000,000000
-1070,43,NOK,Posten Norge AS,1712,271000,000000
-12985769,25,NOK,Posten Norge AS,1712,240000,000000
2572653,85,NOK,Posten Norge AS,1712,271000,000000
-13877779,06,NOK,Posten Norge AS,1712,240000,000000
2775555,82,NOK,Posten Norge AS,1712,271000,000000
5106,33,NOK,Posten Norge AS,1712,632200,187900
601550,56,NOK,Posten Norge AS,1712,170500,000000
-200516,86,NOK,Posten Norge AS,1712,170500,000000
467589,29,NOK,Posten Norge AS,1712,170500,000000
-155863,09,NOK,Posten Norge AS,1712,170500,000000
284304,NOK,Posten Norge AS,1712,170500,000000
-94768,NOK,Posten Norge AS,1712,170500,000000
750879,75,NOK,Posten Norge AS,1712,170500,000000
-250293,25,NOK,Posten Norge AS,1712,170500,000000
260865,NOK,Posten Norge AS,1712,170500,000000
-86955,NOK,Posten Norge AS,1712,170500,000000
317641,NOK,Posten Norge AS,1712,170500,000000
-105880,33,NOK,Posten Norge AS,1712,170500,000000
99690,NOK,Posten Norge AS,1712,170500,000000
-33230,NOK,Posten Norge AS,1712,170500,000000
617777,NOK,Posten Norge AS,1712,170500,000000
-205925,66,NOK,Posten Norge AS,1712,170500,000000
1039920,NOK,Posten Norge AS,1712,170500,000000
-318143,25,NOK,Posten Norge AS,1712,170500,000000
897753,NOK,Posten Norge AS,1712,170500,000000
-299251,NOK,Posten Norge AS,1712,170500,000000
353456,75,NOK,Posten Norge AS,1712,170500,000000
-117818,92,NOK,Posten Norge AS,1712,170500,000000
543093,27,NOK,Posten Norge AS,1712,170500,000000
-181031,09,NOK,Posten Norge AS,1712,170500,000000
296981,4,NOK,Posten Norge AS,1712,170500,000000
-98993,8,NOK,Posten Norge AS,1712,170500,000000
149641,62,NOK,Posten Norge AS,1712,170500,000000
-49880,54,NOK,Posten Norge AS,1712,170500,000000
457087,NOK,Posten Norge AS,1712,170500,000000
-152362,33,NOK,Posten Norge AS,1712,170500,000000
275619,NOK,Posten Norge AS,1712,170500,000000
-91873,NOK,Posten Norge AS,1712,170500,000000
11002533,24,NOK,Posten Norge AS,1712,170500,000000
-3667511,08,NOK,Posten Norge AS,1712,170500,000000
9838881,NOK,Posten Norge AS,1712,170500,000000
-3279627,NOK,Posten Norge AS,1712,170500,000000
8333,33,NOK,Posten Norge AS,1712,636000,119000
1475,NOK,Posten Norge AS,1712,634000,199000
1475,NOK,Posten Norge AS,1712,632200,199000
18096,3,NOK,Posten Norge AS,1712,630000,199000
-273192,5,NOK,Posten Norge AS,1712,240000,000000
-21046,3,NOK,Posten Norge AS,1712,240000,000000
211311,NOK,Posten Norge AS,1712,240000,000000
-65670641,96,NOK,Posten Norge AS,1712,240000,000000
13029812,29,NOK,Posten Norge AS,1712,271000,000000
-41962,21,NOK,Posten Norge AS,1712,271000,000000
348463,NOK,Posten Norge AS,1712,170500,000000
-116154,34,NOK,Posten Norge AS,1712,170500,000000
63072,33,NOK,Posten Norge AS,1712,632200,067100
590,NOK,Posten Norge AS,1712,632200,210300
11592,NOK,Posten Norge AS,1712,630000,210300
56384,34,NOK,Posten Norge AS,1712,630000,243700
243886,NOK,Posten Norge AS,1712,170500,000000
-70295,34,NOK,Posten Norge AS,1712,170500,000000
9666,67,NOK,Posten Norge AS,1712,632200,243700
4244,33,NOK,Posten Norge AS,1712,630000,067900
477000,NOK,Posten Norge AS,1712,170500,000000
-79500,01,NOK,Posten Norge AS,1712,170500,000000
15166,67,NOK,Posten Norge AS,1712,632200,183400
101170,78,NOK,Posten Norge AS,1712,630000,175700
1284286,NOK,Posten Norge AS,1712,170500,000000
-428095,34,NOK,Posten Norge AS,1712,170500,000000
29341,67,NOK,Posten Norge AS,1712,632200,204900
60370,7,NOK,Posten Norge AS,1712,170500,000000
-20123,57,NOK,Posten Norge AS,1712,170500,000000
31485,NOK,Posten Norge AS,1712,630000,240400
1000,NOK,Posten Norge AS,1712,630000,245700
13465,7,NOK,Posten Norge AS,1712,630000,188900
225859,NOK,Posten Norge AS,1712,170500,000000
-75286,34,NOK,Posten Norge AS,1712,170500,000000
28131,NOK,Posten Norge AS,1712,630000,143700
1026,NOK,Posten Norge AS,1712,632200,143700
143673,2,NOK,Posten Norge AS,1712,170500,000000
-47891,07,NOK,Posten Norge AS,1712,170500,000000
2490,4,NOK,Posten Norge AS,1712,630400,217000
45400,67,NOK,Posten Norge AS,1712,630000,217000
1227,NOK,Posten Norge AS,1712,630000,046900
770364,08,NOK,Posten Norge AS,1712,630000,245800
458,NOK,Posten Norge AS,1712,632200,239400
4354,92,NOK,Posten Norge AS,1712,634000,239400
265247,NOK,Posten Norge AS,1712,170500,000000
-88415,67,NOK,Posten Norge AS,1712,170500,000000
88415,67,NOK,Posten Norge AS,1712,630000,236100
139522,7,NOK,Posten Norge AS,1712,170500,000000
0,NOK,Posten Norge AS,1712,630000,227200
0,NOK,Posten Norge AS,1712,630400,175200
0,NOK,Posten Norge AS,1712,630000,175200
0,NOK,Posten Norge AS,1712,632200,175200
0,NOK,Posten Norge AS,1712,632200,076800
51091,56,NOK,Posten Norge AS,1712,170500,000000
-16780,52,NOK,Posten Norge AS,1712,170500,000000
250,NOK,Posten Norge AS,1712,630000,064900
1380,NOK,Posten Norge AS,1712,632200,232600
49175,NOK,Posten Norge AS,1712,630000,204200
27292,NOK,Posten Norge AS,1712,170500,000000
-7878,34,NOK,Posten Norge AS,1712,170500,000000
317,NOK,Posten Norge AS,1712,630000,215500
485,33,NOK,Posten Norge AS,1712,630000,215300
416,67,NOK,Posten Norge AS,1712,630000,213900
6036,NOK,Posten Norge AS,1712,630000,215600
309,67,NOK,Posten Norge AS,1712,630000,207500
313,67,NOK,Posten Norge AS,1712,630000,204300
161793,7,NOK,Posten Norge AS,1712,170500,000000
-53097,89,NOK,Posten Norge AS,1712,170500,000000
833,33,NOK,Posten Norge AS,1712,630000,213700
594,33,NOK,Posten Norge AS,1712,630000,223200
541,73,NOK,Posten Norge AS,1712,630000,224700
2542,5,NOK,Posten Norge AS,1712,632200,220600
46586,NOK,Posten Norge AS,1712,630000,220600
117145,6,NOK,Posten Norge AS,1712,170500,000000
-39048,54,NOK,Posten Norge AS,1712,170500,000000
537,67,NOK,Posten Norge AS,1712,630000,198700
1500,NOK,Posten Norge AS,1712,632200,220200
14269,2,NOK,Posten Norge AS,1712,630000,220200
500,NOK,Posten Norge AS,1712,630000,214600
29554,26,NOK,Posten Norge AS,1712,630000,187100
4170,NOK,Posten Norge AS,1712,636000,187100
4000,NOK,Posten Norge AS,1712,632200,187100
238161,82,NOK,Posten Norge AS,1712,170500,000000
-78519,55,NOK,Posten Norge AS,1712,170500,000000
416,67,NOK,Posten Norge AS,1712,630000,209000
451,07,NOK,Posten Norge AS,1712,630000,208900
634,67,NOK,Posten Norge AS,1712,630000,198500
416,67,NOK,Posten Norge AS,1712,630000,196200
489,NOK,Posten Norge AS,1712,630000,187200
497,33,NOK,Posten Norge AS,1712,630000,186700
1666,67,NOK,Posten Norge AS,1712,632200,217500
64404,5,NOK,Posten Norge AS,1712,630000,217500
7080,97,NOK,Posten Norge AS,1712,630000,083600
18000,NOK,Posten Norge AS,1712,170500,000000
-4500,NOK,Posten Norge AS,1712,170500,000000
583,33,NOK,Posten Norge AS,1712,630000,218300
500,NOK,Posten Norge AS,1712,630000,209900
416,67,NOK,Posten Norge AS,1712,630000,210000
500,NOK,Posten Norge AS,1712,630000,226400
347975,5,NOK,Posten Norge AS,1712,170500,000000
